sample,amplicon,lwcn,classification
DO34240-SP73993,amplicon1,96766.8584496,Invalid
DO34240-SP73993,amplicon2,943419.549268,Linear
DO34288-SP76017,amplicon1,8763919.19919,Cyclic
DO34288-SP76017,amplicon2,0,Linear
DO34288-SP76017,amplicon3,0,Linear
DO34288-SP76017,amplicon4,0,No-FSCNA
DO34312-SP74896,amplicon1,531399.946036,Cyclic
DO34312-SP74896,amplicon2,0,Linear
DO34312-SP74896,amplicon3,106895.692275,Linear
DO34312-SP74896,amplicon4,0,Linear
DO34312-SP74896,amplicon5,0,Linear
DO34312-SP74896,amplicon6,0,Linear
DO34336-SP110798,amplicon1,1177248.99866,Complex-non-cyclic
DO34336-SP110798,amplicon2,0,Linear
DO3458-SP7378,amplicon1,9197342.89574,Complex-non-cyclic
DO3458-SP7378,amplicon2,460861.416342,Cyclic
DO3458-SP7378,amplicon3,2654968.44291,Cyclic
DO3458-SP7378,amplicon4,0,Linear
DO34608-SP76001,amplicon1,0,Linear
DO34616-SP76057,amplicon1,0,Linear
DO34616-SP76057,amplicon2,0,Linear
DO34616-SP76057,amplicon3,0,Linear
DO34616-SP76057,amplicon4,0,Linear
DO34616-SP76057,amplicon5,0,Linear
DO34640-SP110822,amplicon1,0,Linear
DO34640-SP110822,amplicon2,9487.41621644,Linear
DO34720-SP110816,amplicon1,1267158.66376,Complex-non-cyclic
DO34785-SP76843,amplicon1,1448423.62371,Complex-non-cyclic
DO34793-SP76867,amplicon1,7255514.0828,Cyclic
DO34793-SP76867,amplicon2,0,Complex-non-cyclic
DO34793-SP76867,amplicon3,633192.763862,Linear
DO34793-SP76867,amplicon4,0,Complex-non-cyclic
DO34809-SP76915,amplicon1,8736428.44493,Cyclic
DO34809-SP76915,amplicon2,5707425.12182,Cyclic
DO34809-SP76915,amplicon3,5916479.14376,Cyclic
DO34809-SP76915,amplicon4,3552767.69822,Cyclic
DO34817-SP76955,amplicon1,0,Linear
DO34817-SP76955,amplicon2,95524.9592263,Complex-non-cyclic
DO34817-SP76955,amplicon3,0,Linear
DO3482-SP7421,amplicon1,269138.584383,Cyclic
DO3482-SP7421,amplicon2,0,Linear
DO3482-SP7421,amplicon3,0,Linear
DO3500-SP7456,amplicon1,34461055.6322,Cyclic
DO35082-SP117323,amplicon1,0,Linear
DO35082-SP117323,amplicon2,0,Linear
DO35082-SP117323,amplicon3,288457.01382,Linear
DO35082-SP117323,amplicon4,0,Linear
DO35116-SP125771,amplicon1,32569829.9328,Cyclic
DO35116-SP125771,amplicon2,16584680.3194,Cyclic
DO35116-SP125771,amplicon3,18472854.2068,Cyclic
DO35116-SP125771,amplicon4,3658245.72894,Cyclic
DO35126-SP117463,amplicon1,184614.443937,No-FSCNA
DO35126-SP117463,amplicon2,32658975.8703,Cyclic
DO35126-SP117463,amplicon3,291165.998595,Linear
DO35126-SP117463,amplicon4,2599711.50068,Complex-non-cyclic
DO35128-SP117908,amplicon1,484469.367496,Linear
DO35128-SP117908,amplicon2,3981400.1195,Complex-non-cyclic
DO35128-SP117908,amplicon3,0,Linear
DO35144-SP117878,amplicon1,22500008.039,Cyclic
DO35144-SP117878,amplicon2,22965667.3959,Cyclic
DO35148-SP77888,amplicon1,0,Linear
DO35222-SP125772,amplicon1,1156926.12406,Cyclic
DO35222-SP125772,amplicon2,12905389.9455,Complex-non-cyclic
DO35222-SP125772,amplicon3,1513481.46261,Cyclic
DO35222-SP125772,amplicon4,0,Complex-non-cyclic
DO35222-SP125772,amplicon5,0,Linear
DO35222-SP125772,amplicon6,3420201.10191,Cyclic
DO35228-SP125781,amplicon1,38415564.3355,Cyclic
DO35228-SP125781,amplicon2,6286.57575845,Linear
DO35236-SP117568,amplicon1,5018856.10268,Cyclic
DO35290-SP125699,amplicon1,1727096.30792,Complex-non-cyclic
DO35290-SP125699,amplicon2,0,Complex-non-cyclic
DO35305-SP117440,amplicon1,1337.41834106,Complex-non-cyclic
DO35305-SP117440,amplicon2,0,Linear
DO35305-SP117440,amplicon3,0,Linear
DO35305-SP117440,amplicon4,31106759.4649,Cyclic
DO35376-SP125721,amplicon1,7305342.10165,Complex-non-cyclic
DO35376-SP125721,amplicon2,0,Complex-non-cyclic
DO35376-SP125721,amplicon3,37604332.9451,Cyclic
DO35376-SP125721,amplicon4,0,Linear
DO35406-SP125704,amplicon1,911061.09631,Linear
DO35406-SP125704,amplicon2,0,Complex-non-cyclic
DO35424-SP117165,amplicon1,0,Linear
DO35424-SP117165,amplicon2,0,Linear
DO35454-SP125757,amplicon1,17971.863975,Complex-non-cyclic
DO35496-SP125695,amplicon1,10673081.5593,Cyclic
DO35538-SP78659,amplicon1,10946993.5862,Cyclic
DO35539-SP78660,amplicon1,2756870.83572,Cyclic
DO35542-SP78663,amplicon1,13669336.2509,Cyclic
DO35556-SP78677,amplicon1,11152921.8774,Cyclic
DO35556-SP78677,amplicon2,24182911.8613,Cyclic
DO35571-SP78716,amplicon1,1396.15057641,Complex-non-cyclic
DO35571-SP78716,amplicon2,0,Complex-non-cyclic
DO35571-SP78716,amplicon3,0,Linear
DO35571-SP78716,amplicon4,9699413.0463,Cyclic
DO35571-SP78716,amplicon5,8844841.36047,Complex-non-cyclic
DO35571-SP78716,amplicon6,1425516.01521,Cyclic
DO35573-SP78718,amplicon1,659086482.767,Cyclic
DO35585-SP78730,amplicon1,42126528.8029,Cyclic
DO35612-SP78805,amplicon1,88884.1357701,Cyclic
DO35616-SP78813,amplicon1,2582254.05171,Linear
DO35621-SP78818,amplicon1,28807014.2308,Cyclic
DO35625-SP78822,amplicon1,0,Linear
DO35654-SP78851,amplicon1,564301.261528,Cyclic
DO35723-SP78921,amplicon1,29141.2852112,Linear
DO35729-SP78927,amplicon1,154352841.024,Cyclic
DO35729-SP78927,amplicon2,2741.2732619,Linear
DO35739-SP78937,amplicon1,3984257.49451,Cyclic
DO35739-SP78937,amplicon2,2250950.25204,Cyclic
DO35845-SP79148,amplicon1,0,Linear
DO35845-SP79148,amplicon2,45592391.3882,Cyclic
DO35851-SP79154,amplicon1,10574000.9652,Cyclic
DO35851-SP79154,amplicon2,190364263.111,Cyclic
DO3614-SP7692,amplicon10,843112.641636,Invalid
DO3614-SP7692,amplicon1,6671.99717672,Complex-non-cyclic
DO3614-SP7692,amplicon2,8255065.79927,Cyclic
DO3614-SP7692,amplicon3,248609.446271,Invalid
DO3614-SP7692,amplicon4,0,No-FSCNA
DO3614-SP7692,amplicon5,0,Complex-non-cyclic
DO3614-SP7692,amplicon6,234443.045333,Complex-non-cyclic
DO3614-SP7692,amplicon7,3119220.34683,Invalid
DO3614-SP7692,amplicon8,712081.314682,Invalid
DO3614-SP7692,amplicon9,1211775.12901,Invalid
DO36253-SP79968,amplicon1,0,Linear
DO36253-SP79968,amplicon2,0,No-FSCNA
DO36459-SP80423,amplicon1,0,Linear
DO36710-SP80950,amplicon1,0,No-FSCNA
DO36801-SP81137,amplicon1,110230.7744,Linear
DO36822-SP81172,amplicon1,0,Linear
DO36822-SP81172,amplicon2,74225.917373,No-FSCNA
DO37259-SP82087,amplicon1,0,Linear
DO37424-SP82429,amplicon1,83318.1519622,Linear
DO37424-SP82429,amplicon2,0,Linear
DO37427-SP82435,amplicon1,7184.50678817,Complex-non-cyclic
DO37432-SP82445,amplicon1,2757623.58166,Cyclic
DO37435-SP82451,amplicon1,93131739.1326,Cyclic
DO37445-SP82471,amplicon1,4937807.70006,Complex-non-cyclic
DO37445-SP82471,amplicon2,0,Linear
DO37445-SP82471,amplicon3,984011.900294,Cyclic
DO37445-SP82471,amplicon4,0,Linear
DO37474-SP82532,amplicon10,0,Linear
DO37474-SP82532,amplicon11,0,Complex-non-cyclic
DO37474-SP82532,amplicon12,0,Linear
DO37474-SP82532,amplicon13,0,Linear
DO37474-SP82532,amplicon14,0,Linear
DO37474-SP82532,amplicon15,0,Linear
DO37474-SP82532,amplicon16,0,Linear
DO37474-SP82532,amplicon17,0,Linear
DO37474-SP82532,amplicon1,18751680.5554,Cyclic
DO37474-SP82532,amplicon2,0,No-FSCNA
DO37474-SP82532,amplicon3,7339241.58133,Complex-non-cyclic
DO37474-SP82532,amplicon4,0,Linear
DO37474-SP82532,amplicon5,0,Linear
DO37474-SP82532,amplicon6,41480.6563304,Complex-non-cyclic
DO37474-SP82532,amplicon7,86624.6646011,Linear
DO37474-SP82532,amplicon8,0,Linear
DO37474-SP82532,amplicon9,0,No-FSCNA
DO37527-SP82636,amplicon1,0,Linear
DO37527-SP82636,amplicon2,1459.96303164,Complex-non-cyclic
DO37527-SP82636,amplicon3,0,No-FSCNA
DO37527-SP82636,amplicon4,32004233.1474,Cyclic
DO37531-SP82644,amplicon1,19213032.9022,Cyclic
DO37587-SP82756,amplicon1,26477041.5179,Cyclic
DO37587-SP82756,amplicon2,0,Linear
DO37587-SP82756,amplicon3,0,Linear
DO37587-SP82756,amplicon4,0,Linear
DO37587-SP82756,amplicon5,0,Linear
DO37607-SP82796,amplicon1,354673.249751,Complex-non-cyclic
DO37607-SP82796,amplicon2,0,Linear
DO37607-SP82796,amplicon3,919900.716744,Cyclic
DO37607-SP82796,amplicon4,0,Linear
DO37607-SP82796,amplicon5,0,Linear
DO37607-SP82796,amplicon6,0,Linear
DO37607-SP82796,amplicon7,0,Linear
DO37659-SP82900,amplicon1,0,Invalid
DO37703-SP82988,amplicon1,96321.6439101,Linear
DO37703-SP82988,amplicon2,21693093.7883,Cyclic
DO37703-SP82988,amplicon3,40231.8972397,Linear
DO37723-SP83027,amplicon1,0,Linear
DO37723-SP83027,amplicon2,0,Linear
DO37723-SP83027,amplicon3,4902162.55105,Cyclic
DO37723-SP83027,amplicon4,0,Complex-non-cyclic
DO37723-SP83027,amplicon5,0,Complex-non-cyclic
DO37723-SP83027,amplicon6,170451.1925,Linear
DO37827-SP83242,amplicon1,0,Complex-non-cyclic
DO37827-SP83242,amplicon2,0,Linear
DO37827-SP83242,amplicon3,0,Linear
DO3804-SP8085,amplicon1,315227953.437,Cyclic
DO3804-SP8085,amplicon2,0,Linear
DO3804-SP8085,amplicon3,0,Linear
DO3804-SP8085,amplicon4,750220.593014,Linear
DO3804-SP8085,amplicon5,0,Linear
DO3804-SP8085,amplicon6,1436981.23726,Complex-non-cyclic
DO38129-SP83844,amplicon1,0,No-FSCNA
DO38129-SP83844,amplicon2,0,Linear
DO38129-SP83844,amplicon3,0,Complex-non-cyclic
DO38190-SP83967,amplicon1,441693.181969,Complex-non-cyclic
DO38229-SP84062,amplicon1,0,Linear
DO38238-SP84086,amplicon1,46024573.602,Cyclic
DO38238-SP84086,amplicon2,0,Complex-non-cyclic
DO3840-SP8157,amplicon1,1547692.63906,Complex-non-cyclic
DO3840-SP8157,amplicon2,0,Complex-non-cyclic
DO3840-SP8157,amplicon3,0,No-FSCNA
DO3840-SP8157,amplicon4,0,Linear
DO3840-SP8157,amplicon5,276612.212135,Linear
DO3840-SP8157,amplicon6,1444310.50437,Linear
DO38423-SP84491,amplicon1,0,Linear
DO38423-SP84491,amplicon2,384352.750706,No-FSCNA
DO38423-SP84491,amplicon3,0,Linear
DO38423-SP84491,amplicon4,0,Linear
DO38423-SP84491,amplicon5,0,Complex-non-cyclic
DO38519-SP84687,amplicon1,0,Linear
DO38519-SP84687,amplicon2,0,No-FSCNA
DO38519-SP84687,amplicon3,16955839.092,Cyclic
DO38547-SP84743,amplicon1,2892467.92013,Complex-non-cyclic
DO38547-SP84743,amplicon2,34547427.4273,Cyclic
DO38547-SP84743,amplicon3,3675575.19121,Cyclic
DO38547-SP84743,amplicon4,0,Linear
DO38571-SP84790,amplicon1,2793928.07834,Linear
DO38571-SP84790,amplicon2,0,Complex-non-cyclic
DO38603-SP84858,amplicon1,43522174.624,Cyclic
DO38603-SP84858,amplicon2,0,Complex-non-cyclic
DO38603-SP84858,amplicon3,0,Linear
DO38635-SP84922,amplicon1,2441.56689573,Complex-non-cyclic
DO38635-SP84922,amplicon2,0,Linear
DO38635-SP84922,amplicon3,60702469.9922,Cyclic
DO38635-SP84922,amplicon4,0,Linear
DO38635-SP84922,amplicon5,0,Linear
DO38635-SP84922,amplicon6,121704.876878,Linear
DO38671-SP84998,amplicon1,0,Cyclic
DO38731-SP85130,amplicon1,155075.232145,Complex-non-cyclic
DO38731-SP85130,amplicon2,0,Linear
DO3874-SP8229,amplicon1,415703.076971,Complex-non-cyclic
DO3874-SP8229,amplicon2,0,Linear
DO3874-SP8229,amplicon3,0,Linear
DO3874-SP8229,amplicon4,0,Linear
DO3874-SP8229,amplicon5,4902.39426904,Linear
DO3874-SP8229,amplicon6,0,Linear
DO3874-SP8229,amplicon7,0,Linear
DO38775-SP85222,amplicon1,0,Linear
DO38775-SP85222,amplicon2,6584438.64331,Cyclic
DO38775-SP85222,amplicon3,0,Complex-non-cyclic
DO38775-SP85222,amplicon4,14776.7432806,Complex-non-cyclic
DO38775-SP85222,amplicon5,51160917.8432,Cyclic
DO38779-SP85230,amplicon1,169157.623057,Linear
DO38791-SP85251,amplicon1,6978943.86585,Cyclic
DO38807-SP85287,amplicon1,285395279.553,Cyclic
DO38807-SP85287,amplicon2,0,No-FSCNA
DO38807-SP85287,amplicon3,6781804.98927,Cyclic
DO38847-SP85379,amplicon1,144242605.144,Cyclic
DO38847-SP85379,amplicon2,0,Linear
DO38847-SP85379,amplicon3,0,Linear
DO38847-SP85379,amplicon4,12840050.9492,Cyclic
DO38847-SP85379,amplicon5,0,Linear
DO38871-SP85431,amplicon1,83963423.6654,Cyclic
DO38871-SP85431,amplicon2,0,Invalid
DO38871-SP85431,amplicon3,0,Invalid
DO38871-SP85431,amplicon4,0,Invalid
DO3958-SP8394,amplicon1,12989472.3085,Cyclic
DO3958-SP8394,amplicon2,1043109.30453,Complex-non-cyclic
DO3958-SP8394,amplicon3,11935335.3405,Cyclic
DO4018-SP8532,amplicon1,7797038.74492,Complex-non-cyclic
DO4018-SP8532,amplicon2,0,Linear
DO4018-SP8532,amplicon3,999718.368019,Complex-non-cyclic
DO4018-SP8532,amplicon4,0,Linear
DO4018-SP8532,amplicon5,0,Linear
DO4036-SP8564,amplicon1,56563482.7927,Cyclic
DO4036-SP8564,amplicon2,0,Linear
DO40806-SP89389,amplicon1,0,Complex-non-cyclic
DO40806-SP89389,amplicon2,11459883.1908,Cyclic
DO40806-SP89389,amplicon3,0,Invalid
DO40806-SP89389,amplicon4,0,Complex-non-cyclic
DO40806-SP89389,amplicon5,452.740572613,Complex-non-cyclic
DO40831-SP89443,amplicon1,7370715.47009,Cyclic
DO40831-SP89443,amplicon2,0,Linear
DO40831-SP89443,amplicon3,0,Linear
DO40831-SP89443,amplicon4,8652.16970195,Complex-non-cyclic
DO40831-SP89443,amplicon5,0,No-FSCNA
DO40831-SP89443,amplicon6,0,Linear
DO40930-SP89651,amplicon1,0,Complex-non-cyclic
DO40930-SP89651,amplicon2,988179.907409,Invalid
DO40930-SP89651,amplicon3,64963.3915134,Invalid
DO40948-SP89687,amplicon1,11134043.9055,Cyclic
DO40948-SP89687,amplicon2,157626.490314,Linear
DO40948-SP89687,amplicon3,0,Linear
DO40948-SP89687,amplicon4,0,Linear
DO40948-SP89687,amplicon5,0,Linear
DO40948-SP89687,amplicon6,0,Linear
DO40948-SP89687,amplicon7,228515.081003,Linear
DO40948-SP89687,amplicon8,2533242.93389,No-FSCNA
DO40948-SP89687,amplicon9,0,Linear
DO41080-SP89957,amplicon1,1024275.33555,Cyclic
DO41080-SP89957,amplicon2,0,Linear
DO41080-SP89957,amplicon3,36373246.7991,Cyclic
DO41080-SP89957,amplicon4,0,No-FSCNA
DO41157-SP90125,amplicon10,198576.0294,Linear
DO41157-SP90125,amplicon1,6754451.16004,Cyclic
DO41157-SP90125,amplicon2,271274.757892,Linear
DO41157-SP90125,amplicon3,82517972.1129,Cyclic
DO41157-SP90125,amplicon4,0,Linear
DO41157-SP90125,amplicon5,0,Linear
DO41157-SP90125,amplicon6,2002258.88164,Cyclic
DO41157-SP90125,amplicon7,48401789.1753,Cyclic
DO41157-SP90125,amplicon8,0,Linear
DO41157-SP90125,amplicon9,605936.564865,No-FSCNA
DO41217-SP90245,amplicon10,1669952.3158,Cyclic
DO41217-SP90245,amplicon1,2181798.84557,Linear
DO41217-SP90245,amplicon2,0,Linear
DO41217-SP90245,amplicon3,0,Linear
DO41217-SP90245,amplicon4,557.012988719,Invalid
DO41217-SP90245,amplicon5,0,Linear
DO41217-SP90245,amplicon6,0,No-FSCNA
DO41217-SP90245,amplicon7,1379.17464283,Linear
DO41217-SP90245,amplicon8,1038004.8772,Complex-non-cyclic
DO41217-SP90245,amplicon9,286590.934959,Complex-non-cyclic
DO41343-SP90503,amplicon1,1486425.35329,Cyclic
DO41343-SP90503,amplicon2,935457.138556,Cyclic
DO41343-SP90503,amplicon3,0,Linear
DO41343-SP90503,amplicon4,0,Linear
DO41343-SP90503,amplicon5,0,Linear
DO41343-SP90503,amplicon6,0,Linear
DO4138-SP8795,amplicon10,0,Linear
DO4138-SP8795,amplicon11,0,Linear
DO4138-SP8795,amplicon12,0,Linear
DO4138-SP8795,amplicon1,0,Linear
DO4138-SP8795,amplicon2,182671.29088,Complex-non-cyclic
DO4138-SP8795,amplicon3,7506175.8124,Complex-non-cyclic
DO4138-SP8795,amplicon4,5919105.89747,Cyclic
DO4138-SP8795,amplicon5,0,Linear
DO4138-SP8795,amplicon6,3186551.79125,Cyclic
DO4138-SP8795,amplicon7,0,Linear
DO4138-SP8795,amplicon8,0,Linear
DO4138-SP8795,amplicon9,85464.9433825,No-FSCNA
DO41398-SP90629,amplicon1,0,Linear
DO41398-SP90629,amplicon2,86920.8968039,Cyclic
DO41398-SP90629,amplicon3,0,Linear
DO41398-SP90629,amplicon4,803254.481164,Complex-non-cyclic
DO41530-SP90893,amplicon1,3577.19898564,Linear
DO41530-SP90893,amplicon2,0,Linear
DO41530-SP90893,amplicon3,0,Linear
DO41530-SP90893,amplicon4,0,Linear
DO41530-SP90893,amplicon5,11065776.3943,Cyclic
DO41530-SP90893,amplicon6,1233072.18545,Linear
DO41530-SP90893,amplicon7,0,No-FSCNA
DO41530-SP90893,amplicon8,0,Linear
DO4155-SP8831,amplicon10,0,Linear
DO4155-SP8831,amplicon11,0,Linear
DO4155-SP8831,amplicon12,0,No-FSCNA
DO4155-SP8831,amplicon13,148333.971849,No-FSCNA
DO4155-SP8831,amplicon14,0,Linear
DO4155-SP8831,amplicon15,0,Linear
DO4155-SP8831,amplicon16,0,Linear
DO4155-SP8831,amplicon17,0,Linear
DO4155-SP8831,amplicon18,0,Linear
DO4155-SP8831,amplicon19,0,Linear
DO4155-SP8831,amplicon1,0,Linear
DO4155-SP8831,amplicon20,0,No-FSCNA
DO4155-SP8831,amplicon21,0,Linear
DO4155-SP8831,amplicon22,0,Complex-non-cyclic
DO4155-SP8831,amplicon23,0,Linear
DO4155-SP8831,amplicon24,0,No-FSCNA
DO4155-SP8831,amplicon25,0,No-FSCNA
DO4155-SP8831,amplicon26,0,Linear
DO4155-SP8831,amplicon27,913170.396964,Linear
DO4155-SP8831,amplicon28,142983.032862,Cyclic
DO4155-SP8831,amplicon29,728032.525797,No-FSCNA
DO4155-SP8831,amplicon2,0,Linear
DO4155-SP8831,amplicon30,0,No-FSCNA
DO4155-SP8831,amplicon31,0,Linear
DO4155-SP8831,amplicon32,2516077.7578,Cyclic
DO4155-SP8831,amplicon3,0,Linear
DO4155-SP8831,amplicon4,0,Linear
DO4155-SP8831,amplicon5,0,Linear
DO4155-SP8831,amplicon6,68664.1680539,Linear
DO4155-SP8831,amplicon7,8659528.06021,Complex-non-cyclic
DO4155-SP8831,amplicon8,996281.495455,Cyclic
DO4155-SP8831,amplicon9,0,Linear
DO41716-SP91265,amplicon1,0,Invalid
DO41716-SP91265,amplicon2,12626.3719135,Complex-non-cyclic
DO41716-SP91265,amplicon3,0,Linear
DO41716-SP91265,amplicon4,0,Linear
DO41911-SP91666,amplicon1,231184.394929,No-FSCNA
DO41911-SP91666,amplicon2,0,Complex-non-cyclic
DO41911-SP91666,amplicon3,810680.287931,Cyclic
DO41943-SP91730,amplicon1,0,Linear
DO41943-SP91730,amplicon2,4611929.494,Cyclic
DO41943-SP91730,amplicon3,1939776.54367,Cyclic
DO41943-SP91730,amplicon4,0,No-FSCNA
DO41943-SP91730,amplicon5,0,Linear
DO41943-SP91730,amplicon6,0,No-FSCNA
DO41943-SP91730,amplicon7,13987905.1276,Cyclic
DO41943-SP91730,amplicon8,0,Linear
DO41951-SP91746,amplicon1,150952.470455,Linear
DO41951-SP91746,amplicon2,713636.960477,Complex-non-cyclic
DO41951-SP91746,amplicon3,0,Linear
DO41951-SP91746,amplicon4,0,Linear
DO41951-SP91746,amplicon5,0,Linear
DO41951-SP91746,amplicon6,0,Linear
DO41951-SP91746,amplicon7,0,Linear
DO42169-SP92195,amplicon1,515.72968568,Linear
DO42169-SP92195,amplicon2,306213.334254,No-FSCNA
DO42240-SP92332,amplicon1,146488.049729,Complex-non-cyclic
DO42881-SP93652,amplicon1,0,No-FSCNA
DO42881-SP93652,amplicon2,2774.2254941,Linear
DO42937-SP93772,amplicon1,21859555.155,Cyclic
DO42937-SP93772,amplicon2,62833.0092941,Linear
DO42937-SP93772,amplicon3,1189470.05598,Linear
DO42937-SP93772,amplicon4,0,Linear
DO42937-SP93772,amplicon5,0,No-FSCNA
DO43074-SP94060,amplicon1,951866.399779,Cyclic
DO43162-SP94236,amplicon1,0,Linear
DO43162-SP94236,amplicon2,0,Linear
DO43162-SP94236,amplicon3,0,Linear
DO43162-SP94236,amplicon4,0,Linear
DO43162-SP94236,amplicon5,21010.4317942,Complex-non-cyclic
DO43162-SP94236,amplicon6,9833851.45722,Cyclic
DO43210-SP94332,amplicon1,0,No-FSCNA
DO43210-SP94332,amplicon2,0,Linear
DO43314-SP94540,amplicon10,1619681.11425,Cyclic
DO43314-SP94540,amplicon11,517966.109592,Complex-non-cyclic
DO43314-SP94540,amplicon12,215861.555445,Linear
DO43314-SP94540,amplicon1,1139616.1338,Invalid
DO43314-SP94540,amplicon2,103592.137371,Invalid
DO43314-SP94540,amplicon3,606219.033417,Invalid
DO43314-SP94540,amplicon4,63677.8174211,Invalid
DO43314-SP94540,amplicon5,230942.565004,Invalid
DO43314-SP94540,amplicon6,2109056.44939,Linear
DO43314-SP94540,amplicon7,395618.182146,Complex-non-cyclic
DO43314-SP94540,amplicon8,21343.8405375,Invalid
DO43314-SP94540,amplicon9,0,Complex-non-cyclic
DO43338-SP94588,amplicon1,0,Complex-non-cyclic
DO43338-SP94588,amplicon2,334035.128182,Linear
DO43338-SP94588,amplicon3,0,Linear
DO43338-SP94588,amplicon4,0,No-FSCNA
DO43338-SP94588,amplicon5,25058.1685456,Complex-non-cyclic
DO43338-SP94588,amplicon6,0,Linear
DO43338-SP94588,amplicon7,0,No-FSCNA
DO43338-SP94588,amplicon8,0,No-FSCNA
DO43378-SP94661,amplicon1,343098.099208,Linear
DO43378-SP94661,amplicon2,0,Linear
DO43378-SP94661,amplicon3,135590.47656,Linear
DO43378-SP94661,amplicon4,14659938.2453,Cyclic
DO43378-SP94661,amplicon5,715510.661142,Complex-non-cyclic
DO43378-SP94661,amplicon6,23650875.4813,Cyclic
DO43378-SP94661,amplicon7,0,Linear
DO4359-SP9251,amplicon1,327080.033997,Complex-non-cyclic
DO43610-SP95126,amplicon10,1040.89085943,Complex-non-cyclic
DO43610-SP95126,amplicon11,0,Invalid
DO43610-SP95126,amplicon12,1700988.84218,Invalid
DO43610-SP95126,amplicon13,145426.704024,Invalid
DO43610-SP95126,amplicon14,359755.668941,Invalid
DO43610-SP95126,amplicon15,682478.684965,Cyclic
DO43610-SP95126,amplicon16,6132477.18606,Invalid
DO43610-SP95126,amplicon17,2859204.45934,Invalid
DO43610-SP95126,amplicon18,11687600.7967,Complex-non-cyclic
DO43610-SP95126,amplicon19,3396664.29556,Invalid
DO43610-SP95126,amplicon1,0,Linear
DO43610-SP95126,amplicon20,314995.519143,Invalid
DO43610-SP95126,amplicon21,37298.8451232,Invalid
DO43610-SP95126,amplicon22,331812.51727,Invalid
DO43610-SP95126,amplicon23,591266.903659,No-FSCNA
DO43610-SP95126,amplicon24,316380.785016,Invalid
DO43610-SP95126,amplicon25,2903110.67732,Invalid
DO43610-SP95126,amplicon26,1053862.209,Invalid
DO43610-SP95126,amplicon27,302764.28255,Invalid
DO43610-SP95126,amplicon28,0,Linear
DO43610-SP95126,amplicon29,677374.749649,Invalid
DO43610-SP95126,amplicon2,592634.673288,Invalid
DO43610-SP95126,amplicon30,2008.17661043,Invalid
DO43610-SP95126,amplicon31,0,Invalid
DO43610-SP95126,amplicon32,2868856.48712,Complex-non-cyclic
DO43610-SP95126,amplicon33,716941.32252,Invalid
DO43610-SP95126,amplicon34,1302271.34371,Invalid
DO43610-SP95126,amplicon35,366553.45817,Invalid
DO43610-SP95126,amplicon36,0,Linear
DO43610-SP95126,amplicon37,0,Linear
DO43610-SP95126,amplicon38,74232.7536049,Invalid
DO43610-SP95126,amplicon39,126592.853536,Invalid
DO43610-SP95126,amplicon3,1426327.18269,Invalid
DO43610-SP95126,amplicon40,99387637.5666,Complex-non-cyclic
DO43610-SP95126,amplicon41,731570.994367,Invalid
DO43610-SP95126,amplicon42,3631061.3405,Invalid
DO43610-SP95126,amplicon43,1149342.6316,Invalid
DO43610-SP95126,amplicon44,0,Linear
DO43610-SP95126,amplicon45,476471.239638,Complex-non-cyclic
DO43610-SP95126,amplicon46,1335995.68404,Invalid
DO43610-SP95126,amplicon47,57704.604441,Invalid
DO43610-SP95126,amplicon48,1099914.39484,Invalid
DO43610-SP95126,amplicon49,0,No-FSCNA
DO43610-SP95126,amplicon4,393798.525899,Invalid
DO43610-SP95126,amplicon50,0,Invalid
DO43610-SP95126,amplicon51,7992810.33602,Complex-non-cyclic
DO43610-SP95126,amplicon52,425272.084846,Invalid
DO43610-SP95126,amplicon53,22576069.0854,Complex-non-cyclic
DO43610-SP95126,amplicon54,858381.092295,Complex-non-cyclic
DO43610-SP95126,amplicon55,95962.3842408,Linear
DO43610-SP95126,amplicon56,0,Linear
DO43610-SP95126,amplicon57,0,Linear
DO43610-SP95126,amplicon58,12072689.6083,Invalid
DO43610-SP95126,amplicon59,859559.553711,Invalid
DO43610-SP95126,amplicon5,6044213.8678,Invalid
DO43610-SP95126,amplicon60,342856.19997,Invalid
DO43610-SP95126,amplicon61,269962.95136,Invalid
DO43610-SP95126,amplicon62,224886.500339,Invalid
DO43610-SP95126,amplicon6,107070.364661,Invalid
DO43610-SP95126,amplicon7,148176.199681,Invalid
DO43610-SP95126,amplicon8,834492.198679,Invalid
DO43610-SP95126,amplicon9,1686180.42992,Invalid
DO43658-SP95222,amplicon1,0,No-FSCNA
DO43658-SP95222,amplicon2,0,No-FSCNA
DO43658-SP95222,amplicon3,0,Linear
DO43658-SP95222,amplicon4,1420.39846988,Linear
DO43658-SP95222,amplicon5,3437980.75543,Cyclic
DO43811-SP95550,amplicon10,824535.873363,Complex-non-cyclic
DO43811-SP95550,amplicon1,0,Linear
DO43811-SP95550,amplicon2,585.913914117,Linear
DO43811-SP95550,amplicon3,0,Linear
DO43811-SP95550,amplicon4,1023318.36754,Linear
DO43811-SP95550,amplicon5,0,Linear
DO43811-SP95550,amplicon6,0,Linear
DO43811-SP95550,amplicon7,0,Linear
DO43811-SP95550,amplicon8,0,Linear
DO43811-SP95550,amplicon9,0,Linear
DO43859-SP95646,amplicon1,0,Linear
DO43859-SP95646,amplicon2,0,Linear
DO43859-SP95646,amplicon3,19874.7160985,Linear
DO43859-SP95646,amplicon4,0,Linear
DO43859-SP95646,amplicon5,36094799.0014,Cyclic
DO43859-SP95646,amplicon6,0,Linear
