sample,amplicon,lwcn,classification
HMF000352,amplicon10,0,Linear
HMF000352,amplicon1,8577022.41642,Cyclic
HMF000352,amplicon2,100470.495371,No-FSCNA
HMF000352,amplicon3,0,Linear
HMF000352,amplicon4,0,Linear
HMF000352,amplicon5,271294.869351,Complex-non-cyclic
HMF000352,amplicon6,0,Invalid
HMF000352,amplicon7,8445394.76193,Cyclic
HMF000352,amplicon8,0,Linear
HMF000352,amplicon9,264660.198075,Complex-non-cyclic
HMF000354,amplicon1,3664808.05673,Cyclic
HMF000354,amplicon2,0,Linear
HMF000355,amplicon1,22016858.5885,Cyclic
HMF000355,amplicon2,25341767.1163,Cyclic
HMF000356,amplicon1,255.069680243,Complex-non-cyclic
HMF000356,amplicon2,0,Linear
HMF000356,amplicon3,0,Linear
HMF000357,amplicon1,538414.13961,Complex-non-cyclic
HMF000357,amplicon2,635645.072682,Linear
HMF000357,amplicon3,22944891.024,Cyclic
HMF000357,amplicon4,8456641.97969,Cyclic
HMF000357,amplicon5,14102158.3941,Cyclic
HMF000357,amplicon6,5229363.57905,Cyclic
HMF000357,amplicon7,0,Linear
HMF000357,amplicon8,0,Linear
HMF000357,amplicon9,3221838.88334,Cyclic
HMF000358,amplicon1,36484042.7574,Cyclic
HMF000358,amplicon2,6955406.09651,Cyclic
HMF000358,amplicon3,0,Complex-non-cyclic
HMF000358,amplicon4,0,Invalid
HMF000358,amplicon5,107344.078195,Complex-non-cyclic
HMF000358,amplicon6,42373347.8078,Cyclic
HMF000358,amplicon7,0,Linear
HMF000360,amplicon1,180978070.493,Cyclic
HMF000360,amplicon2,0,Linear
HMF000360,amplicon3,0,Linear
HMF000360,amplicon4,14457382.9432,Cyclic
HMF000360,amplicon5,0,No-FSCNA
HMF000360,amplicon6,1453314.02194,Cyclic
HMF000361,amplicon1,448586.277913,Linear
HMF000361,amplicon2,27310034.8605,Cyclic
HMF000364,amplicon1,150304.206183,Cyclic
HMF000366,amplicon1,0,Linear
HMF000366,amplicon2,14756314.0389,Cyclic
HMF000366,amplicon3,0,Linear
HMF000369,amplicon1,0,Linear
HMF000369,amplicon2,2515591.07829,Complex-non-cyclic
HMF000369,amplicon3,54492.1174743,Complex-non-cyclic
HMF000369,amplicon4,0,No-FSCNA
HMF000369,amplicon5,0,No-FSCNA
HMF000369,amplicon6,54182654.5338,Cyclic
HMF000370,amplicon10,228135.454891,Linear
HMF000370,amplicon11,0,Linear
HMF000370,amplicon12,0,Linear
HMF000370,amplicon13,0,Invalid
HMF000370,amplicon1,46811.1718786,Linear
HMF000370,amplicon2,0,Linear
HMF000370,amplicon3,2138293.2392,Cyclic
HMF000370,amplicon4,0,Linear
HMF000370,amplicon5,0,Invalid
HMF000370,amplicon6,861699.899699,Complex-non-cyclic
HMF000370,amplicon7,0,Linear
HMF000370,amplicon8,25836.5530338,Linear
HMF000370,amplicon9,0,Complex-non-cyclic
HMF000371,amplicon1,3814176.37115,Cyclic
HMF000374,amplicon1,0,Linear
HMF000374,amplicon2,0,No-FSCNA
HMF000374,amplicon3,2133581.8672,Complex-non-cyclic
HMF000374,amplicon4,0,No-FSCNA
HMF000374,amplicon5,0,Linear
HMF000376,amplicon1,7543.43895976,Linear
HMF000376,amplicon2,0,Linear
HMF000376,amplicon3,253732.18225,Cyclic
HMF000377,amplicon1,0,No-FSCNA
HMF000377,amplicon2,0,No-FSCNA
HMF000377,amplicon3,0,Linear
HMF000377,amplicon4,0,No-FSCNA
HMF000379,amplicon1,0,Complex-non-cyclic
HMF000379,amplicon2,0,Invalid
HMF000384,amplicon1,0,Linear
HMF000385,amplicon1,0,Linear
HMF000386,amplicon1,7587454.4801,Complex-non-cyclic
HMF000386,amplicon2,6416533.35553,Cyclic
HMF000387,amplicon1,86251505.2064,Cyclic
HMF000390,amplicon1,4935.70544166,Complex-non-cyclic
HMF000390,amplicon2,0,Linear
HMF000391,amplicon1,0,No-FSCNA
HMF000391,amplicon2,0,Linear
HMF000391,amplicon3,0,No-FSCNA
HMF000391,amplicon4,0,No-FSCNA
HMF000391,amplicon5,0,No-FSCNA
HMF000391,amplicon6,0,Linear
HMF000391,amplicon7,3470353.81423,Cyclic
HMF000392,amplicon1,37752.9017217,Complex-non-cyclic
HMF000393,amplicon1,0,Linear
HMF000395,amplicon10,0,No-FSCNA
HMF000395,amplicon11,0,Complex-non-cyclic
HMF000395,amplicon12,20412.0724305,Linear
HMF000395,amplicon13,0,Linear
HMF000395,amplicon1,10127688.6233,Cyclic
HMF000395,amplicon2,0,Linear
HMF000395,amplicon3,0,Linear
HMF000395,amplicon4,0,Linear
HMF000395,amplicon5,0,Linear
HMF000395,amplicon6,0,Linear
HMF000395,amplicon7,0,Linear
HMF000395,amplicon8,40638879.6139,Complex-non-cyclic
HMF000395,amplicon9,595224.054161,Linear
HMF000397,amplicon1,15333152.5011,Cyclic
HMF000397,amplicon2,0,Linear
HMF000398,amplicon10,0,Linear
HMF000398,amplicon11,0,No-FSCNA
HMF000398,amplicon12,0,Linear
HMF000398,amplicon13,0,Linear
HMF000398,amplicon1,2063.17866846,Complex-non-cyclic
HMF000398,amplicon2,666871.441157,Complex-non-cyclic
HMF000398,amplicon3,19975.5656197,Linear
HMF000398,amplicon4,0,Linear
HMF000398,amplicon5,0,Linear
HMF000398,amplicon6,0,Linear
HMF000398,amplicon7,459042.354278,Cyclic
HMF000398,amplicon8,0,Linear
HMF000398,amplicon9,0,Linear
HMF000400,amplicon1,122527.410962,Complex-non-cyclic
HMF000400,amplicon2,1258832.37183,Complex-non-cyclic
HMF000400,amplicon3,0,Linear
HMF000400,amplicon4,82.3455046472,Linear
HMF000402,amplicon1,3769921.619,Cyclic
HMF000402,amplicon2,111197.210609,Complex-non-cyclic
HMF000402,amplicon3,159.056153462,Linear
HMF000402,amplicon4,0,No-FSCNA
HMF000402,amplicon5,68203528.7791,Cyclic
HMF000402,amplicon6,0,Complex-non-cyclic
HMF000406,amplicon1,6891447.17181,Cyclic
HMF000406,amplicon2,5695839.50498,Cyclic
HMF000406,amplicon3,5480627.02051,Cyclic
HMF000409,amplicon1,2088046.59524,Cyclic
HMF000411,amplicon1,0,No-FSCNA
HMF000411,amplicon2,17994.3691662,Linear
HMF000411,amplicon3,0,Linear
HMF000411,amplicon4,1713925.23733,Complex-non-cyclic
HMF000412,amplicon1,541609.539825,Complex-non-cyclic
HMF000412,amplicon2,11323748.5581,Cyclic
HMF000412,amplicon3,0,Linear
HMF000414,amplicon1,1623322.69474,Complex-non-cyclic
HMF000417,amplicon1,11871616.0957,Cyclic
HMF000417,amplicon2,0,Linear
HMF000417,amplicon3,666906.189647,Complex-non-cyclic
HMF000417,amplicon4,0,No-FSCNA
HMF000420,amplicon1,885564.720016,Cyclic
HMF000420,amplicon2,22056578.1595,Cyclic
HMF000420,amplicon3,4137929.13347,Complex-non-cyclic
HMF000421,amplicon1,0,Complex-non-cyclic
HMF000424,amplicon1,30727990.7038,Cyclic
HMF000424,amplicon2,3085403.30176,Cyclic
HMF000424,amplicon3,48658.4367156,Complex-non-cyclic
HMF000424,amplicon4,0,Linear
HMF000424,amplicon5,5479447.20639,Cyclic
HMF000426,amplicon1,2980054.64355,Cyclic
HMF000426,amplicon2,1799.17414899,Linear
HMF000426,amplicon3,17044171.0506,Cyclic
HMF000427,amplicon1,0,Linear
HMF000427,amplicon2,281900.118438,Complex-non-cyclic
HMF000427,amplicon3,0,Linear
HMF000427,amplicon4,0,Linear
HMF000427,amplicon5,0,Linear
HMF000427,amplicon6,0,Linear
HMF000427,amplicon7,0,Linear
HMF000430,amplicon1,0,Linear
HMF000430,amplicon2,907392.263426,Linear
HMF000433,amplicon1,16184.6276472,Linear
HMF000433,amplicon2,0,Linear
HMF000433,amplicon3,0,Linear
HMF000433,amplicon4,0,Linear
HMF000433,amplicon5,62630965.8537,Cyclic
HMF000433,amplicon6,17121235.2774,Cyclic
HMF000433,amplicon7,13679620.5688,Cyclic
HMF000433,amplicon8,30775335.3868,Complex-non-cyclic
HMF000433,amplicon9,0,No-FSCNA
HMF000434,amplicon1,19281923.9864,Cyclic
HMF000435,amplicon1,212666.587894,Linear
HMF000435,amplicon2,2692235.75243,Cyclic
HMF000435,amplicon3,478528.973886,Linear
HMF000435,amplicon4,0,Linear
HMF000436,amplicon1,0,No-FSCNA
HMF000436,amplicon2,0,No-FSCNA
HMF000436,amplicon3,0,No-FSCNA
HMF000436,amplicon4,0,No-FSCNA
HMF000438,amplicon1,15268889.0797,Cyclic
HMF000438,amplicon2,2603302.85733,Cyclic
HMF000438,amplicon3,0,Linear
HMF000438,amplicon4,0,No-FSCNA
HMF000438,amplicon5,649135.626855,Cyclic
HMF000442,amplicon1,0,Linear
HMF000442,amplicon2,0,No-FSCNA
HMF000442,amplicon3,0,No-FSCNA
HMF000446,amplicon1,81905956.1381,Cyclic
HMF000446,amplicon2,69042100.9042,Cyclic
HMF000448,amplicon1,0,Invalid
HMF000448,amplicon2,0,Linear
HMF000451,amplicon1,2909603.64408,Cyclic
HMF000452,amplicon1,804755.353342,Cyclic
HMF000452,amplicon2,193890.103586,Linear
HMF000455,amplicon1,0,Linear
HMF000457,amplicon1,0,No-FSCNA
HMF000457,amplicon2,0,No-FSCNA
HMF000463,amplicon1,697573.724417,Cyclic
HMF000463,amplicon2,0,Linear
HMF000464,amplicon10,364921.656034,Linear
HMF000464,amplicon11,0,Linear
HMF000464,amplicon12,0,Linear
HMF000464,amplicon13,0,Linear
HMF000464,amplicon1,272608.973123,Linear
HMF000464,amplicon2,333448.710628,Linear
HMF000464,amplicon3,154162.066336,Cyclic
HMF000464,amplicon4,0,Linear
HMF000464,amplicon5,0,No-FSCNA
HMF000464,amplicon6,0,Linear
HMF000464,amplicon7,415264.638777,Linear
HMF000464,amplicon8,193346.086328,Linear
HMF000464,amplicon9,0,Linear
HMF000468,amplicon1,282606.381444,Cyclic
HMF000469,amplicon1,0,Linear
HMF000469,amplicon2,0,No-FSCNA
HMF000469,amplicon3,591944.80085,Linear
HMF000469,amplicon4,511.072776214,No-FSCNA
HMF000469,amplicon5,252208.537233,Linear
HMF000469,amplicon6,0,No-FSCNA
HMF000469,amplicon7,1207.14952938,Linear
HMF000470,amplicon1,549687.119294,Complex-non-cyclic
HMF000471,amplicon1,0,Complex-non-cyclic
HMF000471,amplicon2,55466450.3095,Cyclic
HMF000471,amplicon3,17256405.2664,Cyclic
HMF000471,amplicon4,20512900.1839,Cyclic
HMF000471,amplicon5,0,Invalid
HMF000473,amplicon1,1421736.16697,Cyclic
HMF000473,amplicon2,36189897.9689,Cyclic
HMF000475,amplicon1,3849315.70071,Cyclic
HMF000475,amplicon2,13106155.1595,Cyclic
HMF000475,amplicon3,2449378.73042,Complex-non-cyclic
HMF000475,amplicon4,0,No-FSCNA
HMF000475,amplicon5,0,Linear
HMF000475,amplicon6,142848.263559,Linear
HMF000475,amplicon7,0,No-FSCNA
HMF000475,amplicon8,0,Linear
HMF000476,amplicon1,99056369.4204,Cyclic
HMF000476,amplicon2,8094.37277536,Complex-non-cyclic
HMF000476,amplicon3,0,Linear
HMF000478,amplicon1,4892264.90655,Complex-non-cyclic
HMF000478,amplicon2,0,Linear
HMF000479,amplicon1,0,Linear
HMF000481,amplicon1,3450.56920452,Linear
HMF000481,amplicon2,144901.358805,Complex-non-cyclic
HMF000483,amplicon1,5513.80366649,Linear
HMF000486,amplicon1,19001310.1891,Cyclic
HMF000486,amplicon2,2382910.6663,Cyclic
HMF000489,amplicon1,5308901.64814,Complex-non-cyclic
HMF000489,amplicon2,3927390.09581,Complex-non-cyclic
HMF000489,amplicon3,0,Linear
HMF000489,amplicon4,0,Invalid
HMF000491,amplicon1,7855093.20523,Linear
HMF000491,amplicon2,169039.618783,Linear
HMF000491,amplicon3,873894.385304,Cyclic
HMF000491,amplicon4,44130.6686248,Complex-non-cyclic
HMF000491,amplicon5,5523822.52757,Cyclic
HMF000491,amplicon6,171922.745408,Complex-non-cyclic
HMF000492,amplicon1,0,Complex-non-cyclic
HMF000492,amplicon2,0,Linear
HMF000492,amplicon3,5888172.41598,Cyclic
HMF000492,amplicon4,2276653.56244,Cyclic
HMF000492,amplicon5,0,Linear
HMF000492,amplicon6,0,Linear
HMF000497,amplicon1,0,Linear
HMF000497,amplicon2,0,Linear
HMF000500,amplicon1,9565868.22899,Cyclic
HMF000500,amplicon2,99803.2046436,Complex-non-cyclic
HMF000500,amplicon3,0,Linear
HMF000500,amplicon4,0,Complex-non-cyclic
HMF000500,amplicon5,0,Linear
HMF000500,amplicon6,0,Linear
HMF000501,amplicon1,1252676.32216,Cyclic
HMF000502,amplicon1,35253123.5466,Cyclic
HMF000502,amplicon2,0,Linear
HMF000502,amplicon3,2363724.80871,Complex-non-cyclic
HMF000504,amplicon1,185908074.342,Cyclic
HMF000504,amplicon2,1046364.0336,Complex-non-cyclic
HMF000504,amplicon3,0,Linear
HMF000504,amplicon4,0,Linear
HMF000504,amplicon5,0,Linear
HMF000504,amplicon6,0,Linear
HMF000505,amplicon1,0,No-FSCNA
HMF000506,amplicon1,204891.700763,Complex-non-cyclic
HMF000506,amplicon2,9108482.01283,Complex-non-cyclic
HMF000506,amplicon3,0,No-FSCNA
HMF000507,amplicon1,24856430.5372,Cyclic
HMF000507,amplicon2,0,Linear
HMF000509,amplicon1,1800038.02385,Cyclic
HMF000511,amplicon1,0,Linear
HMF000513,amplicon1,1732550.46663,Complex-non-cyclic
HMF000513,amplicon2,0,Linear
HMF000514,amplicon1,0,No-FSCNA
HMF000515,amplicon1,0,Complex-non-cyclic
HMF000515,amplicon2,2577.46452131,Complex-non-cyclic
HMF000515,amplicon3,0,Linear
HMF000515,amplicon4,0,Linear
HMF000515,amplicon5,0,Linear
HMF000515,amplicon6,0,Linear
HMF000515,amplicon7,0,Complex-non-cyclic
HMF000515,amplicon8,0,Linear
HMF000515,amplicon9,0,Linear
HMF000516,amplicon1,33084637.4935,Cyclic
HMF000516,amplicon2,28445.5415484,Linear
HMF000516,amplicon3,0,Linear
HMF000516,amplicon4,595990.248864,Linear
HMF000519,amplicon1,6559.70490951,Linear
HMF000519,amplicon2,0,Linear
HMF000520,amplicon1,80022654.0065,Cyclic
HMF000520,amplicon2,3419650.98743,Cyclic
HMF000520,amplicon3,0,Linear
HMF000520,amplicon4,42985703.777,Cyclic
HMF000520,amplicon5,0,No-FSCNA
HMF000520,amplicon6,16516472.0864,Cyclic
HMF000522,amplicon1,24326828.6143,Cyclic
HMF000523,amplicon1,49872324.3332,Cyclic
HMF000526,amplicon10,0,Linear
HMF000526,amplicon1,238062.097438,Complex-non-cyclic
HMF000526,amplicon2,3906.48458834,Complex-non-cyclic
HMF000526,amplicon3,0,Linear
HMF000526,amplicon4,44013357.9674,Cyclic
HMF000526,amplicon5,0,Complex-non-cyclic
HMF000526,amplicon6,0,Complex-non-cyclic
HMF000526,amplicon7,3045.1717897,Linear
HMF000526,amplicon8,0,Linear
HMF000526,amplicon9,0,Linear
HMF000531,amplicon1,0,Linear
HMF000531,amplicon2,0,Linear
HMF000531,amplicon3,0,No-FSCNA
HMF000531,amplicon4,0,No-FSCNA
HMF000541,amplicon1,3261427.60946,Cyclic
HMF000544,amplicon1,0,No-FSCNA
HMF000544,amplicon2,0,Linear
HMF000544,amplicon3,55546989.3979,Cyclic
HMF000545,amplicon1,97.0254919095,Complex-non-cyclic
HMF000545,amplicon2,0,Complex-non-cyclic
HMF000545,amplicon3,0,Linear
HMF000545,amplicon4,0,Linear
HMF000545,amplicon5,63919307.2365,Cyclic
HMF000547,amplicon1,1617662.00209,Cyclic
HMF000549,amplicon1,0,Complex-non-cyclic
HMF000550,amplicon1,0,No-FSCNA
HMF000551,amplicon1,7437.86394048,Complex-non-cyclic
HMF000551,amplicon2,7197133.13714,Cyclic
HMF000551,amplicon3,0,Complex-non-cyclic
HMF000551,amplicon4,0,Linear
HMF000553,amplicon1,22909332.0729,Cyclic
HMF000555,amplicon1,0,Linear
HMF000557,amplicon1,49968648.3097,Cyclic
HMF000557,amplicon2,9709888.20427,Cyclic
HMF000557,amplicon3,10237804.2879,Complex-non-cyclic
HMF000557,amplicon4,0,Linear
HMF000557,amplicon5,4613318.38306,Cyclic
HMF000557,amplicon6,5884127.17745,Cyclic
HMF000557,amplicon7,0,Linear
HMF000557,amplicon8,0,Linear
HMF000558,amplicon1,0,Complex-non-cyclic
HMF000558,amplicon2,0,Linear
HMF000559,amplicon1,825134.922229,Cyclic
HMF000560,amplicon1,6167306.39327,Linear
HMF000565,amplicon1,1130872.80946,Cyclic
HMF000566,amplicon1,0,Complex-non-cyclic
HMF000566,amplicon2,16371.6607635,Complex-non-cyclic
HMF000566,amplicon3,0,Complex-non-cyclic
HMF000566,amplicon4,0,Linear
HMF000567,amplicon1,0,Linear
HMF000567,amplicon2,13883467.9245,Cyclic
HMF000567,amplicon3,2404825.01318,Cyclic
HMF000567,amplicon4,86253.2238917,Cyclic
HMF000567,amplicon5,0,Linear
HMF000570,amplicon1,53891680.349,Cyclic
HMF000571,amplicon1,103511061.253,Cyclic
HMF000572,amplicon1,0,Complex-non-cyclic
HMF000572,amplicon2,728523.738361,Complex-non-cyclic
HMF000573,amplicon1,24133720.7736,Cyclic
HMF000575,amplicon10,0,No-FSCNA
HMF000575,amplicon1,96449552.5093,Cyclic
HMF000575,amplicon2,0,Linear
HMF000575,amplicon3,0,Linear
HMF000575,amplicon4,0,Complex-non-cyclic
HMF000575,amplicon5,0,Linear
HMF000575,amplicon6,0,Linear
HMF000575,amplicon7,0,Linear
HMF000575,amplicon8,3854.87764625,Linear
HMF000575,amplicon9,5635446.10286,Cyclic
HMF000577,amplicon1,0,Linear
HMF000577,amplicon2,0,Linear
HMF000577,amplicon3,0,Linear
HMF000579,amplicon1,0,Linear
HMF000579,amplicon2,58456292.5054,Cyclic
HMF000579,amplicon3,0,Linear
HMF000579,amplicon4,0,Linear
HMF000579,amplicon5,0,Linear
HMF000579,amplicon6,0,Linear
HMF000582,amplicon1,74418690.2747,Cyclic
HMF000583,amplicon1,126993181.057,Cyclic
HMF000583,amplicon2,0,Linear
HMF000583,amplicon3,0,Complex-non-cyclic
HMF000583,amplicon4,0,Linear
HMF000583,amplicon5,6395060.93658,Cyclic
HMF000584,amplicon1,1871449.26217,Complex-non-cyclic
HMF000585,amplicon1,2908257.75459,Cyclic
HMF000586,amplicon1,0,No-FSCNA
HMF000586,amplicon2,0,No-FSCNA
HMF000590,amplicon1,0,Linear
HMF000590,amplicon2,104918.75777,Linear
HMF000590,amplicon3,68733.7542224,Linear
HMF000590,amplicon4,887426.51109,Cyclic
HMF000591,amplicon1,0,Complex-non-cyclic
HMF000591,amplicon2,0,Linear
HMF000592,amplicon1,42252610.7927,Cyclic
HMF000592,amplicon2,0,Invalid
HMF000592,amplicon3,0,Cyclic
HMF000596,amplicon1,175594.057989,Complex-non-cyclic
HMF000598,amplicon1,79992.1960858,Linear
HMF000600,amplicon1,37633967.3597,Cyclic
HMF000600,amplicon2,34407357.7172,Cyclic
HMF000603,amplicon1,0,No-FSCNA
HMF000603,amplicon2,1838958.5599,Complex-non-cyclic
HMF000605,amplicon1,337858.091276,Linear
HMF000605,amplicon2,77950.0195187,Cyclic
HMF000606,amplicon1,0,Linear
HMF000609,amplicon1,13862.1498351,Linear
HMF000609,amplicon2,6204426.17801,Cyclic
HMF000609,amplicon3,528188.376003,Complex-non-cyclic
HMF000609,amplicon4,52.7925260601,Linear
HMF000609,amplicon5,6052352.67356,Cyclic
HMF000609,amplicon6,0,Linear
HMF000609,amplicon7,0,Linear
HMF000612,amplicon1,0,Linear
HMF000612,amplicon2,0,No-FSCNA
HMF000612,amplicon3,11766.3277798,Linear
HMF000612,amplicon4,0,Linear
HMF000612,amplicon5,0,Linear
HMF000613,amplicon10,0,Linear
HMF000613,amplicon11,0,Linear
HMF000613,amplicon1,0,No-FSCNA
HMF000613,amplicon2,15746167.5573,Cyclic
HMF000613,amplicon3,986672.247608,Linear
HMF000613,amplicon4,398505.927454,Linear
HMF000613,amplicon5,0,No-FSCNA
HMF000613,amplicon6,0,No-FSCNA
HMF000613,amplicon7,0,Linear
HMF000613,amplicon8,0,No-FSCNA
HMF000613,amplicon9,0,No-FSCNA
HMF000617,amplicon1,0,Complex-non-cyclic
HMF000617,amplicon2,0,Linear
HMF000617,amplicon3,0,Linear
HMF000617,amplicon4,0,Linear
HMF000617,amplicon5,0,Linear
HMF000617,amplicon6,0,Linear
HMF000617,amplicon7,0,Linear
HMF000618,amplicon1,0,Complex-non-cyclic
HMF000620,amplicon1,20506999.5881,Complex-non-cyclic
HMF000625,amplicon1,6975128.28484,Cyclic
HMF000625,amplicon2,0,Linear
HMF000625,amplicon3,0,Linear
HMF000625,amplicon4,4577.93092435,Complex-non-cyclic
HMF000625,amplicon5,97560.7854796,Cyclic
HMF000628,amplicon1,7267285.28452,Cyclic
HMF000628,amplicon2,0,Linear
HMF000628,amplicon3,0,Linear
HMF000628,amplicon4,0,Linear
HMF000633,amplicon1,0,Linear
HMF000635,amplicon1,2907611.67798,Cyclic
HMF000635,amplicon2,0,Linear
HMF000635,amplicon3,0,Cyclic
HMF000636,amplicon1,0,Invalid
HMF000636,amplicon2,3243060.45567,Cyclic
HMF000636,amplicon3,5551741.69313,Cyclic
HMF000636,amplicon4,0,Linear
HMF000636,amplicon5,0,Linear
HMF000637,amplicon1,23662907.9534,Cyclic
HMF000638,amplicon1,93245668.0106,Cyclic
HMF000640,amplicon1,126720397.289,Cyclic
HMF000640,amplicon2,0,Complex-non-cyclic
HMF000641,amplicon1,830734.250016,Cyclic
HMF000645,amplicon1,16560071.0443,Cyclic
HMF000645,amplicon2,5631.6871778,Linear
HMF000645,amplicon3,0,Linear
HMF000645,amplicon4,0,Linear
HMF000645,amplicon5,814395.370937,Complex-non-cyclic
HMF000645,amplicon6,0,Complex-non-cyclic
HMF000645,amplicon7,11027280.3969,No-FSCNA
HMF000646,amplicon1,0,Linear
HMF000646,amplicon2,188671.951247,Complex-non-cyclic
HMF000646,amplicon3,0,Linear
HMF000646,amplicon4,0,Linear
HMF000646,amplicon5,341621.619115,Linear
HMF000649,amplicon1,9970158.70686,Cyclic
HMF000649,amplicon2,62562471.1558,Cyclic
HMF000649,amplicon3,42903287.8705,Cyclic
HMF000651,amplicon1,7567.48554532,Complex-non-cyclic
HMF000651,amplicon2,24250138.1187,Cyclic
HMF000651,amplicon3,45383.6606787,Linear
HMF000651,amplicon4,449224.576125,Linear
HMF000651,amplicon5,13045347.5153,Cyclic
HMF000651,amplicon6,0,Complex-non-cyclic
HMF000651,amplicon7,0,Linear
HMF000655,amplicon1,15668290.6666,Cyclic
HMF000656,amplicon1,75006373.8803,Cyclic
HMF000656,amplicon2,0,Linear
HMF000656,amplicon3,0,Linear
HMF000656,amplicon4,0,Linear
HMF000659,amplicon1,17387440.7684,Cyclic
HMF000663,amplicon1,0,Linear
HMF000663,amplicon2,3516158.50047,Cyclic
HMF000663,amplicon3,1012775.43176,Cyclic
HMF000664,amplicon1,0,No-FSCNA
HMF000664,amplicon2,0,Linear
HMF000666,amplicon1,40614302.4458,Cyclic
HMF000666,amplicon2,15557771.8016,Cyclic
HMF000668,amplicon1,0,Linear
HMF000672,amplicon1,0,Complex-non-cyclic
HMF000672,amplicon2,663125.248147,Complex-non-cyclic
HMF000677,amplicon1,0,Linear
HMF000677,amplicon2,0,Linear
HMF000679,amplicon1,4744.30468011,Linear
HMF000679,amplicon2,0,Linear
HMF000680,amplicon1,0,Complex-non-cyclic
HMF000684,amplicon10,0,Linear
HMF000684,amplicon11,8985.22647352,Linear
HMF000684,amplicon1,14897076.2264,Cyclic
HMF000684,amplicon2,0,Linear
HMF000684,amplicon3,310081.666871,Complex-non-cyclic
HMF000684,amplicon4,0,Complex-non-cyclic
HMF000684,amplicon5,0,Complex-non-cyclic
HMF000684,amplicon6,0,Linear
HMF000684,amplicon7,12067559.4026,Cyclic
HMF000684,amplicon8,7146084.27899,Cyclic
HMF000684,amplicon9,0,Linear
HMF000685,amplicon1,0,Complex-non-cyclic
HMF000685,amplicon2,6008487.69174,Cyclic
HMF000685,amplicon3,20609.3176178,Complex-non-cyclic
HMF000685,amplicon4,0,Linear
HMF000685,amplicon5,0,Linear
HMF000686,amplicon1,2596224.43275,Complex-non-cyclic
HMF000687,amplicon1,1696904.04455,Complex-non-cyclic
HMF000688,amplicon1,890820.699692,Complex-non-cyclic
HMF000688,amplicon2,5039467.01633,Complex-non-cyclic
HMF000688,amplicon3,32274.062171,Complex-non-cyclic
HMF000690,amplicon1,0,No-FSCNA
HMF000690,amplicon2,14278072.031,Cyclic
HMF000691,amplicon1,68382.8571331,No-FSCNA
HMF000692,amplicon1,3278.83749576,Linear
HMF000693,amplicon1,0,Complex-non-cyclic
HMF000693,amplicon2,0,Complex-non-cyclic
HMF000693,amplicon3,0,Linear
HMF000693,amplicon4,3663815.53266,Cyclic
HMF000693,amplicon5,0,Linear
HMF000701,amplicon1,0,No-FSCNA
HMF000701,amplicon2,0,Linear
HMF000703,amplicon1,36392644.6255,Cyclic
HMF000703,amplicon2,0,Linear
HMF000704,amplicon1,140022225.329,Cyclic
HMF000704,amplicon2,0,Linear
HMF000708,amplicon1,0,Complex-non-cyclic
HMF000708,amplicon2,15289.1172204,Complex-non-cyclic
HMF000708,amplicon3,0,Linear
HMF000708,amplicon4,854591.303894,Cyclic
HMF000711,amplicon10,138148.211938,Linear
HMF000711,amplicon1,47439.7922295,No-FSCNA
HMF000711,amplicon2,0,Complex-non-cyclic
HMF000711,amplicon3,0,Complex-non-cyclic
HMF000711,amplicon4,702017.789762,Complex-non-cyclic
HMF000711,amplicon5,366624.456666,Linear
HMF000711,amplicon6,0,Linear
HMF000711,amplicon7,2532235.12373,Cyclic
HMF000711,amplicon8,0,Linear
HMF000711,amplicon9,0,Linear
HMF000713,amplicon10,0,No-FSCNA
HMF000713,amplicon1,0,Linear
HMF000713,amplicon2,622489.717576,Complex-non-cyclic
HMF000713,amplicon3,50331608.7616,Cyclic
HMF000713,amplicon4,139901.600635,Complex-non-cyclic
HMF000713,amplicon5,0,Linear
HMF000713,amplicon6,0,No-FSCNA
HMF000713,amplicon7,9655640.17332,Cyclic
HMF000713,amplicon8,0,Linear
HMF000713,amplicon9,0,Linear
HMF000714,amplicon1,0,Linear
HMF000714,amplicon2,0,Linear
HMF000714,amplicon3,0,No-FSCNA
HMF000714,amplicon4,0,Linear
HMF000717,amplicon1,1764018.87971,Complex-non-cyclic
HMF000717,amplicon2,98016465.8382,Cyclic
HMF000717,amplicon3,4709834.43493,Cyclic
HMF000718,amplicon10,0,No-FSCNA
HMF000718,amplicon11,1079942.7423,Complex-non-cyclic
HMF000718,amplicon12,0,No-FSCNA
HMF000718,amplicon13,0,No-FSCNA
HMF000718,amplicon1,41595.0171143,Complex-non-cyclic
HMF000718,amplicon2,0,Linear
HMF000718,amplicon3,0,No-FSCNA
HMF000718,amplicon4,6707.48711778,Complex-non-cyclic
HMF000718,amplicon5,0.043608094103,Linear
HMF000718,amplicon6,0,No-FSCNA
HMF000718,amplicon7,0,Linear
HMF000718,amplicon8,0,Linear
HMF000718,amplicon9,0,Linear
HMF000719,amplicon1,428721.929697,Linear
HMF000722,amplicon1,20944120.9803,Cyclic
HMF000722,amplicon2,0,Complex-non-cyclic
HMF000722,amplicon3,0,Linear
HMF000724,amplicon1,2012999.80578,Cyclic
HMF000724,amplicon2,3018555.19087,No-FSCNA
HMF000724,amplicon3,129426.121732,Linear
HMF000724,amplicon4,20250047.0001,Cyclic
HMF000724,amplicon5,5944586.96805,Cyclic
HMF000724,amplicon6,2342262.28402,Complex-non-cyclic
HMF000724,amplicon7,0,Linear
HMF000725,amplicon1,0,Complex-non-cyclic
